"school","sleep","score"
"1",-0.306638594078475,47.1971789980238
"1",-1.78130843398,32.9981172206538
"1",-0.171917355759621,45.314517722809
"1",1.2146746991726,32.6756007920469
"1",1.89519346126497,53.5097615339541
"1",-0.4304691316062,32.8667033914438
"1",-0.25726938276893,35.9339750767807
"1",-1.76316308519478,25.8714988620815
"1",0.460097354831271,40.8083912240942
"1",-0.639994875960119,47.0174317011673
"1",0.455450123241219,54.5225261084931
"1",0.704837337228819,34.3672997961287
"1",1.03510352196992,44.8546554156918
"1",-0.608926375407211,44.7410159285078
"1",0.50495512329797,38.9820979379132
"1",-1.71700867907334,31.3741869415122
"1",-0.784459008379496,33.9908747555868
"1",-0.850907594176518,39.1830621001786
"1",-2.41420764994663,38.7230257316902
"1",0.0361226068922556,42.7050021600586
"1",0.205998600200254,41.0717305497563
"1",-0.361057298548666,35.4322874465552
"1",0.758163235699517,43.9977084508717
"1",-0.726704827076575,32.7165570945217
"1",-1.36828104441929,32.1805209217636
"1",0.432818025888717,46.492511440893
"1",-0.811393176186672,38.3810372981783
"1",1.44410126172125,44.7606282878197
"1",-0.431446202613345,35.4731324505028
"1",0.655647883402207,46.2490389832039
"1",0.321925265203947,47.5499570292955
"1",-0.783838940880375,30.6059972811718
"1",1.57572751979198,44.0901314303731
"1",0.642899305717316,40.9143676425508
"1",0.0897606465996056,35.2895421297183
"2",0.276550747291463,46.9585203624143
"2",0.679288816055271,52.1767617022733
"2",0.0898328865790817,57.2361873513676
"2",-2.99309008315293,67.9787914717861
"2",0.284882953530659,41.4803204087695
"2",-0.367234642740975,49.9505425292996
"2",0.185230564865609,51.2546076383185
"2",0.581823727365507,42.3962425960116
"2",1.39973682729268,46.3293392621113
"2",-0.727292059474465,50.180163849796
"2",1.30254263204414,46.6804371862562
"2",0.335848119752074,39.7061054539959
"2",1.03850609869762,52.7943592036286
"2",0.920728568290646,47.9444474561216
"2",0.720878162866863,61.2358649476522
"2",-1.04311893856785,60.2156830573229
"2",-0.0901863866107067,44.9214683861038
"2",0.623518161999544,52.8869185049574
"2",-0.953523357772344,51.7083375342249
"2",-0.542828814573857,59.8260500335033
"2",0.580996497681682,52.6951674896443
"2",0.768178737834591,48.6815636313625
"2",0.463767588540167,55.2282296449676
"2",-0.88577629740968,56.0588364028771
"2",-1.09978089864786,54.5591105363191
"2",1.51270700980493,62.7388134852346
"2",0.257921437532031,49.8097732426172
"2",0.0884402291595863,50.4810208719357
"2",-0.120896537539089,44.4249458588256
"2",-1.19432889516053,55.481980232199
"2",0.611996898040387,57.6604137714588
"2",-0.217139845746521,41.4537623263058
"2",-0.182756706331922,52.3168495562708
"2",0.93334632857116,44.6222844805002
"2",0.821773110508249,60.5742460082794
"3",1.39211637593427,68.6983580537135
"3",-0.476173923054674,45.3515493467894
"3",0.650348560726305,62.2955306750574
"3",1.39111045639,55.3378134659642
"3",-1.1107888794479,43.2038090749018
"3",-0.860792586877842,36.2922284760878
"3",-1.13173868085377,39.2327018082432
"3",-1.4592139995024,32.494620720826
"3",0.0799825532411612,46.7953257423918
"3",0.65320433964919,57.0224941005618
"3",1.20096537559849,50.9676084542779
"3",1.04475108716773,55.8463568878342
"3",-1.00320864683985,39.5167280554972
"3",1.84848190167275,62.3331840377566
"3",-0.666773408757817,42.2171187653109
"3",0.105513812456069,46.7884355713511
"3",-0.422255881868856,53.5511665759561
"3",-0.122350171954971,50.8882857198864
"3",0.188193034501498,67.2583659703169
"3",0.119160957997006,44.0569412145175
"3",-0.0250925508674029,52.3850662036877
"3",0.108072727942033,61.3134720778339
"3",-0.485435235846668,45.0651183868325
"3",-0.504217130687903,36.5878109909045
"3",-1.66109907991481,26.3937543671949
"3",-0.382333726873818,43.9962879110934
"3",-0.5126502578778,50.8633411674989
"3",2.7018910003448,77.1160607351911
"3",-1.36211623118972,22.3550312586119
"3",0.137256218558607,44.7919346850975
"3",-1.49362506731629,33.9197412639181
"3",-1.4704357414368,25.4388466639255
"3",0.124702386197007,53.045619788292
"3",-0.996639134884037,23.7831744051685
"3",-0.00182261430470819,48.5729191743406
"4",-0.428258881425815,39.8965414427908
"4",-0.613671606449495,38.072562037238
"4",-2.02467784541911,30.0004270494505
"4",-1.22474795035999,38.8732221162181
"4",0.179516441117938,48.6351294004588
"4",0.567620594423535,47.4662985731575
"4",-0.492877353553475,30.2674792904248
"4",6.28840653511241e-05,36.4368164452755
"4",1.12288964337997,43.6685576280301
"4",1.43985574297619,59.1506931113786
"4",-1.09711376840582,36.3655645178436
"4",-0.117319560250177,45.9151456021342
